"User Name","User Profile","User Avatar","User Location","Rating","Rating Text","Review Title","Review Text","Trip Type","Helpful Votes","Photos","Published Date","Disclaimer"
"MilesdeMillas","https://www.tripadvisor.com/Profile/Milesdemillas","https://media-cdn.tripadvisor.com/media/photo-o/27/f7/bd/97/milesdemillas.jpg","","5","Jun 2022","Una maravilla","El lugar es impresionante, con sus aguas color turquesa y tapizado de vegetación. No sé si el dinero que cobran, que no es poco, por entrar en esta Área de Conservación se emplea bien o mal, pero el algunos puntos se ven plásticos dejados por los visitantes. La visita fue en viernes, así que coincidí con varios cientos de turistas locales que abarrotaban la cima para hacerse la foto de rigor. Lo que hice fue marcharme y regresar a media tarde cuando ya casi había desaparecido el gentío. El baño que me dí en esas aguas a esas horas fue maravilloso.","","0","","Written June 5, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Patrizia Crisolini Malatesta","https://www.tripadvisor.com/Profile/CrisoliniMalatestaP","https://media-cdn.tripadvisor.com/media/photo-s/0c/16/13/1b/crisolinimalatestap.jpg","Rome, Italy","5","Feb 2020","Magnifica!","Assolutamente da non perdere. Si sale, grazie a una facile scalinata di 300 gradini a una piattaforma da cui di vede il panorama. Vi è una tassa di ingresso da pagare per la barca che vi porta. Quando sono stata io la tassa era di IDR 300.000<br />","","0","","Written March 9, 2020","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Michael E","https://www.tripadvisor.com/Profile/W4011FVmichaele","https://media-cdn.tripadvisor.com/media/photo-o/1b/1a/5e/64/caption.jpg","Vienna, Austria","5","Feb 2020","Stunning place with amazing views","Pianemo Islands are well worth a visit when you are going to Raja Ampat. I recommend to arrange snorkeling or scuba diving there.","","0","","Written March 7, 2020","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Hélène D","https://www.tripadvisor.com/Profile/Helene-Dbrs","https://media-cdn.tripadvisor.com/media/photo-o/1a/c5/b3/13/avatar.jpg","Lyon, France","5","Jan 2020 • Couples","Tres jolie Panorama ","Une journée fabuleuse en bateau avec visite de Pianemo, très jolie panorama à voir au Raja Ampat. Un bon souvenir ","Couples","0","https://media-cdn.tripadvisor.com/media/photo-o/1a/e6/0d/56/20200116-100145-largejpg.jpg","Written February 15, 2020","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"saikumardxb1972","https://www.tripadvisor.com/Profile/saikumardxb1972","https://media-cdn.tripadvisor.com/media/photo-o/11/e5/85/c5/saikumardxb1972.jpg","Visakhapatnam, India","5","Jan 2020","Stunning beauty","What an amazing experience i had. The whole islands are just beautiful and untouched with nature and water. We did the expedition of this islands for 3 weeks and what can i say i loved everyday.","","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/c9/c0/03/water.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/c9/bf/e9/sunset-at-the-best.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/c9/bf/bf/waterfall.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/c9/bf/9c/underwater-treasures.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/c9/bf/95/nature-we-have-to-safeguard.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/c9/bf/8d/memorable-moments.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/c9/bf/4d/fun-at-work.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/c9/bf/25/nature-to-the-best.jpg","Written February 3, 2020","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"macfod","https://www.tripadvisor.com/Profile/macfod","https://media-cdn.tripadvisor.com/media/photo-o/08/30/38/bb/macfod.jpg","Dunedin, New Zealand","5","Jan 2020","The highlight","You have to visit on a good day to appreciate the views. Its getting touristy now but still gorgeous and worth a visit.","","0","","Written January 25, 2020","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Dan P","https://www.tripadvisor.com/Profile/danpG5842DU","https://media-cdn.tripadvisor.com/media/photo-o/08/15/a2/0c/dan-p.jpg","Liberec, Czech Republic","5","Dec 2019","Raja Ampat trip - Piaynemo Island","Na ostrovy Piaynemo  v  lokalitě Raja Ampat  jsme zavítali při výletech lodí po Famském  souostroví... určitě nejfotografovanější a nejznámější je vyhlídka na Piaynemu. Každopádně nejen na vyhlídku se dá jít , ale dá se i šnorchlovat a potápět se v blízkém okolí  a nebo zakotvit u nedaleké pláže ve skryté laguně a  užívat si slunce a soukromí.","","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/48/5a/49/piaynemo-islands-raja.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/48/5a/0c/piaynemo-islands-raja.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/48/59/e2/piaynemo-islands-raja.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/48/59/a9/piaynemo-islands-raja.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/48/59/48/piaynemo-islands-raja.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/48/59/34/piaynemo-islands-raja.jpg
https://media-cdn.tripadvisor.com/media/photo-w/1a/48/58/de/piaynemo-islands-raja.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/48/58/a9/piaynemo-islands-raja.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/48/58/49/piaynemo-islands-raja.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/48/58/08/piaynemo-islands-raja.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/48/57/cb/piaynemo-islands-raja.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/48/57/a0/piaynemo-islands-raja.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/48/57/74/piaynemo-islands-raja.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/48/57/45/piaynemo-islands-raja.jpg","Written December 13, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Rezerette reist !","https://www.tripadvisor.com/Profile/Reiserat","https://media-cdn.tripadvisor.com/media/photo-o/0f/af/21/e2/reiserat.jpg","Hirschegg, Austria","5","Dec 2019 • Couples","Fam Island... must Go","Gehört zu den pittoresken Zielen in Raja Ampat! Das ist auch zu Recht so ! Außerdem kommt man auf dem Weg dorthin an den besten Tauchplätzen vorbe!","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/43/6d/db/photo0jpg.jpg","Written December 10, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"anneva10","https://www.tripadvisor.com/Profile/anneva10","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg","","5","Nov 2019 • Friends","Very nice ","Went there in November. We were the only tourists on the island. The view is very nice, it’s worth it !","Friends","0","","Written December 6, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"JKJ","https://www.tripadvisor.com/Profile/JKJsss","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg","Germany","4","Aug 2019","Aussicht gut, aber...","Die Aussicht ist wirklich schön, leider ist der Ort teilweise total überfüllt. Es wird alles auf Massentourismus ausgelegt. Schade.<br />Zudem gefällt mir nicht, dass scheinbar immer noch Touristen die Kokosnuss-Krabben kaufen, diese werden nachts von anderen Inseln eingesammelt und dort quasi ausgerottet, wie Einheimische der Inseln uns erzählten.","","0","","Written December 3, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"alisei-net","https://www.tripadvisor.com/Profile/alisei-net","https://media-cdn.tripadvisor.com/media/photo-o/14/c2/ed/4f/alisei-net.jpg","Bologna, Italy","5","Oct 2019","Un'altra meraviglia della natura","Luogo magico per la sua bellezza. Già quando ci si avvicina in barca per entrare nella laguna interna si inizia ad apprezzare questa meraviglia della natura. Una volta entrati si prosegue lentamente per ovvi motivi e questo permette di immergersi in un ambiente lagunare fatto di grandi formazioni rocciose ricoperte di alberi che emergono dall'acqua verde smeraldo, uno scenario visibile in pochi altri luoghi al mondo (come Wayang). Questo scenario si appezza ancora di più da una terrazza panoramica posta ad una certa altezza facilmente raggiungibile attraverso una comoda scala. Va detto che lo scenario completo e maggiormente coinvolgente si può cogliere solo con una visione dall'alto (vedi foto). Con il mio drone ho avuto l’opportunità di filmare tutta la bellezza di Piaynemo e dell’arcipelago di Raja Ampat in generale, video che poi ho pubblicato sul mio canale Youtube.","","0","https://media-cdn.tripadvisor.com/media/photo-o/1a/30/62/3a/un-angolo-di-piaynemo.jpg
https://media-cdn.tripadvisor.com/media/photo-o/1a/30/62/30/la-laguna-vista-dall.jpg","Written December 2, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"sahaooon","https://www.tripadvisor.com/Profile/sahaooon","https://media-cdn.tripadvisor.com/media/photo-o/15/ff/2f/56/caption.jpg","Kasugai, Japan","4","Nov 2019 • Friends","かなり観光地化してしまったが綺麗","以前はワイルドな階段を登って展望台に辿り着いたものでしたが、きれいでフラットな木製の階段ができていて誰でも登り易くなりました。ラジャアンパットの典型的な景色の一つです。","Friends","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/30/26/c1/photo3jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/1a/30/26/c0/photo2jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/30/26/be/photo1jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/30/26/bd/photo0jpg.jpg","Written December 2, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"211bea","https://www.tripadvisor.com/Profile/211bea","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg","Rhode-Saint-Genese, Belgium","5","Nov 2019","Waouw","La plus belle chose que nous avons vu de notre vie ! et on était tout seul ! Réserve qui offre un magnifique point de vue après la grimpette d'env 300 marches (escalier en très bon état).","","0","","Written December 1, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"cemara homestay RJ 4","https://www.tripadvisor.com/Profile/jalisuha","https://media-cdn.tripadvisor.com/media/photo-s/19/ee/a3/0f/avatar.jpg","Raja Ampat, Indonesia","5","Nov 2019 • Couples","Trip ","Raja ampat adalah surga yang jatuh di bumi papua<br />Begitu indah...mempesona , tak henti mata ini menikmati indah nya..gugusan pulau yang begitu..indah...","Couples","0","https://media-cdn.tripadvisor.com/media/photo-o/1a/20/e3/da/img-20181120-wa0003-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/1a/20/e3/d9/img-20190106-095402-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/1a/20/e3/d8/gopr1014-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/1a/20/e3/d7/img-20190316-203334-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/1a/20/e3/d6/img-20190316-203723-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/1a/20/e3/d5/img-20190316-223016-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/1a/20/e3/d4/img-20190106-222357-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/1a/20/e3/d3/img-20190106-095548-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/1a/20/e3/d2/img-20190125-100103-largejpg.jpg","Written November 25, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Raja Ampat Sunrise Homestay","https://www.tripadvisor.com/Profile/Rajaampatsunrise","https://media-cdn.tripadvisor.com/media/photo-s/1a/17/62/d4/avatar.jpg","Raja Ampat, Indonesia","5","Nov 2019 • Couples","PIAYNEMO"," Piaynemo berada di Kepulauan Pam Distrik Waigeo Barat Kepulauan Kabupaten Raja Ampat dan Raja Ampat Sunrise Homestay berada di Kepuluan Pam perjalanan dari homestay  ke Piaynemo di tempuh dalam 20 menit,dan tempat ini sangat nyaman dan indah untuk berwisata disana..","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/17/5e/f2/dji-0181-2-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/1a/17/5e/f1/img-20191121-070600-927.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/17/5e/f0/20191107-104354-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/17/5e/ef/img-20191009-151656-894.jpg","Written November 21, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
