"User Name","User Profile","User Avatar","User Location","Rating","Rating Text","Review Title","Review Text","Trip Type","Helpful Votes","Photos","Published Date","Disclaimer"
"zambesi03","https://www.tripadvisor.co.id/Profile/zambesi03","https://media-cdn.tripadvisor.com/media/photo-o/0b/20/ea/39/zambesi03.jpg","Zurich, Swiss","3","Mar 2018 • Teman","Schön- aber so viel Müll...","Die Strände hier sind sehr schön.<br />Leider wird viel Plastik und sonstigen Abfall angeschwemmt.<br />Das trübt leider die Freude.<br /><br />Um an einige Strände zu kommen, muss man etwas bezahlen. Sozusagen „Wegzoll“.<br /><br />Es lohnt sich trotzdem einen Roller zu mieten und dieser Strasse bis ans Ende zu folgen.","Teman","0","https://media-cdn.tripadvisor.com/media/photo-o/12/75/87/b5/photo1jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/12/75/87/b4/photo0jpg.jpg","Ditulis pada 28 Maret 2018","Ulasan ini adalah opini subjektif dari anggota Tripadvisor, bukan dari Tripadvisor LLC."
"RikhePurnamaSari","https://www.tripadvisor.co.id/Profile/RikhePurnamaSari","https://media-cdn.tripadvisor.com/media/photo-o/12/21/00/f9/rikhepurnamasari.jpg","","3","Des 2017 • Teman","Pantai yang Tidak Terlalu Jauh dari Kota","Pantai ini berada tidak terlalu jauh dari Kota Sorong. Jangan bayangkan pantai ini akan secantik pantai-pantai di Raja Ampat. Pantai Tanjung Kasuari terbilang biasa saja, malah terlihat kurang bersih, mungkin karena banyak pemukiman warga di sekitar pantai. Satu hal yang sedikit mengusik adalah adanya pungli untuk masuk ke pantai tersebut, nominalnya juga cukup mahal. Jadi, pastikan bertanya pungutan terlebih dahulu sebelum masuk ya.","Teman","0","","Ditulis pada 12 Maret 2018","Ulasan ini adalah opini subjektif dari anggota Tripadvisor, bukan dari Tripadvisor LLC."
"tomy t","https://www.tripadvisor.co.id/Profile/tomyt138","https://media-cdn.tripadvisor.com/media/photo-f/01/2e/70/67/avatar045.jpg","","3","Mar 2017 • Keluarga","lokasi wisata andalan warga sorong","daerah tanjung ini adalah lokasi andalan untuk berwisata bagi warga sorong dan sekitarnya.<br />biasanya ramai di hari minggu.<br />termasuk laut tenang dan landai, jadi cocok untuk piknik dengan anak-anak dan keluarga.<br />ada banyak pilihan pantai di sepanjang tanjung ini, masing2 punya fasilitas tambahan yang berbeda beda.","Keluarga","0","","Ditulis pada 12 Juli 2017","Ulasan ini adalah opini subjektif dari anggota Tripadvisor, bukan dari Tripadvisor LLC."
"Noni_Metta","https://www.tripadvisor.co.id/Profile/Noni_Metta","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/ca/default-avatar-2020-51.jpg","Mojokerto, Indonesia","3","Apr 2017 • Teman","Pantai yang biasa saja","Sebagai sebuah kepulauan, Anda akan menemukan banyak pantai. Jika Anda memiliki banyak waktu, melakukan tur Kota Sorong dan melewati pantai ini, Anda dapat mengunjungi tempat ini untuk sementara waktu. di sisi lain, waisting waktu dan usaha yang hanya untuk pantai yang satu ini, karena yang lain lebih baik. <br /><br />Anda dapat pergi ke sana oleh transportasi umum (IDR 5, 000/cara/orang) atau menyewa motor/mobil pribadi. Biasanya Anda harus mengubah setelah dari Sorong Kota jika Anda memilih transportasi umum (mereka menamainya taksi untuk minibus kecil, tidak taksi seperti yang kita tahu).","Teman","0","","Ditulis pada 26 Juni 2017","Ulasan ini adalah opini subjektif dari anggota Tripadvisor, bukan dari Tripadvisor LLC."
"plukmantara","https://www.tripadvisor.co.id/Profile/plukmantara","https://media-cdn.tripadvisor.com/media/photo-o/0f/05/78/30/avatar.jpg","Jakarta, Indonesia","4","Mei 2017 • Teman","Pearl di Sorong","jika Anda tidak memiliki waktu untuk mengunjungi Raja Ampat dari Sorong, Anda dapat membuat pantai ini sebagai alternatif. Terletak sekitar satu jam dari kota (Anda dapat menyewa mobil atau taksi), pantai ini sangat indah, sangat cukup dan damai","Teman","0","https://media-cdn.tripadvisor.com/media/photo-o/0f/5b/02/ca/the-mangrove.jpg
https://media-cdn.tripadvisor.com/media/photo-o/0f/5b/02/c3/the-crystal-water.jpg","Ditulis pada 23 Mei 2017","Ulasan ini adalah opini subjektif dari anggota Tripadvisor, bukan dari Tripadvisor LLC."
"Nina n","https://www.tripadvisor.co.id/Profile/aninnina89","https://media-cdn.tripadvisor.com/media/photo-o/0e/21/f6/53/aninnina89.jpg","Jakarta, Indonesia","4","Des 2016 • Bisnis","Lokasi wisata pantai di Sorong","Pergi ke pantai ini ketika pulang kerja bersama dgn teman2 kantor.Lokasi nya lumayan jauh dari pusat kota sorong,kurang lebih 30 - 40 menit untuk mencapai lokasi ini.Ombak nya lumayan besar, harus lbh berhati2 untuk main disekitar pinggir pantai.<br /><br />Air laut nya masih bersih namun sayang masih banyak pungli dan sampah disekitar lokasi masuk pantai. Lebih baik ditanyakan dari awal kedatangan untuk biaya masuk dan pastikan kembali orang/penduduk yang menerima uang tsb sehingga tidak dua kali bayar.","Bisnis","0","","Ditulis pada 27 Januari 2017","Ulasan ini adalah opini subjektif dari anggota Tripadvisor, bukan dari Tripadvisor LLC."
"Nuriasih Nababan","https://www.tripadvisor.co.id/Profile/NuRiE86","https://media-cdn.tripadvisor.com/media/photo-o/17/2e/ad/38/nurie86.jpg","Jakarta, Indonesia","5","Okt 2016 • Bisnis","Lokasi wisata di Kota Sorong","Saat mengunjungi lokasi ini, kondisi pantai sedang sepi pengunjung. Saya diantar oleh rekan kerja yang asli tinggal di Sorong. Yang cukup mengganggu saat mengunjungi pantai ini adalah adanya pungutan liar (yang katanya digunakan untuk perawatan pantai) yang cukup mahal. Bagi yang ingin mengunjungi tempat ini, sebaiknya waspada dengan pungutan liar ini.","Bisnis","0","","Ditulis pada 21 Desember 2016","Ulasan ini adalah opini subjektif dari anggota Tripadvisor, bukan dari Tripadvisor LLC."
"Christian H","https://www.tripadvisor.co.id/Profile/ChristianH5619","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg","","5","Jul 2016 • Keluarga","Cukup bagus.","Namun sayang sampah berserakan di mana mana. Harusnya di perhatikan dengan baik supaya setiap pengunjung merasa nyaman dan tidak terganggu.","Keluarga","0","","Ditulis pada 28 Agustus 2016","Ulasan ini adalah opini subjektif dari anggota Tripadvisor, bukan dari Tripadvisor LLC."
"Dizzman","https://www.tripadvisor.co.id/Profile/Dizzman","https://media-cdn.tripadvisor.com/media/photo-s/06/2c/54/15/dizzman.jpg","Jakarta, Indonesia","3","Agu 2016 • Bisnis","Pantai Alami di Ujung Kepala Burung Kasuari","Pantai ini berada di sudut pulau yang membentuk kepala burung sehingga disebut sebagai Tanjung Kasuari. Kondisinya masih relatif alami, namun sayangnya sudah dipatok sesuai dengan pemiliknya masing-masing. Kita tinggal masuk ke salah satu pantai untuk menikmati suasana pantai dan semilir angin, lebih mantap saat sunset di pantai yang menghadap ke arah barat. Sayang di beberapa tempat kebersihan kurang terjaga dengan baik.","Bisnis","0","","Ditulis pada 14 Agustus 2016","Ulasan ini adalah opini subjektif dari anggota Tripadvisor, bukan dari Tripadvisor LLC."
"rniesha12","https://www.tripadvisor.co.id/Profile/rniesha12","https://media-cdn.tripadvisor.com/media/photo-o/0b/23/24/6b/rniesha12.jpg","Bandung, Indonesia","4","Apr 2016 • Teman","Pantai ini akan semakin cantik, jika...","Saya menyukai pantai. Selalu dan selalu suka. Setiap pergi kemanapun pantai adalah objek yg pertama saya cari.<br /><br />Saat dinas ke Sorong pun dikala ada jeda waktu saya mencari pantai dan berkunjunglah saya ke pantai ini.<br /><br />Akses kesana mudah. Pantainya pun cukup cantik dan masih asli buat saya. Saat kesana sepertinya sedang surut. Sehingga laut terasa dangkal.<br /><br />Hanya saja kebersihan pantai ini masih kurang terjaga dan penataan fasilitas lain yg menunjang kecantikan pantainya masih kurang maksimal. <br /><br />Semoga saja pemerintah setempat bisa memaksimalkan pantai ini jd objek wisata yg mumpuni dgn mempercantik pantai ini.","Teman","0","https://media-cdn.tripadvisor.com/media/photo-o/0b/23/28/d2/img-20160424-115919-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/0b/23/28/d1/img-20160424-120007-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/0b/23/28/d0/img-20160424-120531-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/0b/23/28/cf/img-20160427-214815-largejpg.jpg","Ditulis pada 7 Mei 2016","Ulasan ini adalah opini subjektif dari anggota Tripadvisor, bukan dari Tripadvisor LLC."
"didanz","https://www.tripadvisor.co.id/Profile/didanz","https://media-cdn.tripadvisor.com/media/photo-o/0b/0a/bc/b9/didanz.jpg","Jakarta, Indonesia","3","Feb 2016 • Teman","An okay beach","Lying so closely to Raja Ampat, many would assume that Sorong has a beautiful beach. That was not true. In Sorong mainland, Tanjung Kasuari (and Tanjung Batu) was the best beach you could find. If you want more beautiful beach with white sand, you better go to Pulau Buaya or other islands. ","Teman","0","","Ditulis pada 28 April 2016","Ulasan ini adalah opini subjektif dari anggota Tripadvisor, bukan dari Tripadvisor LLC."
"Ageng S","https://www.tripadvisor.co.id/Profile/agenkbas","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg","Sorong, Indonesia","3","Apr 2016 • Keluarga","Tempat untuk berakhir pekan bersama kekuarga....","Kalau ke kota Sprong jangan lupa ke Pantai tanjung kasuari.Pantai tanjung kasuari terletak tidak jauh dari kota sorong.. Lautnya bersih hanya ombaknya besar.disana kita bisa menyewa perahu kayu,ban berenang.jadi kita bisa bersama2 dengan keluarga....menikmati pantai tanjung kasuari di atas perahu.kita bisa makan kelapa muda....bisa menikmati indahnya pantai tanjung kasuari...","Keluarga","0","https://media-cdn.tripadvisor.com/media/photo-o/0a/d3/64/71/p-20160403-150354-1-hdr.jpg
https://media-cdn.tripadvisor.com/media/photo-o/0a/d3/64/6c/b612-20160403-151516.jpg","Ditulis pada 7 April 2016","Ulasan ini adalah opini subjektif dari anggota Tripadvisor, bukan dari Tripadvisor LLC."
"Adrien L","https://www.tripadvisor.co.id/Profile/adrienl196","https://media-cdn.tripadvisor.com/media/photo-o/0a/b6/1b/79/adrien-l.jpg","Jenewa, Swiss","3","Agu 2015 • Pasangan","endroit pour rencontrer les indonésiens","Si vous avez du temps à perdre cette plage est idéale, les indonésiens s'y rendent quand ils le peuvent. Moyen car si l'on prend le ferry on peut se rendre dans la zone de Raja ampat... ce qui est bien sûr mieux...","Pasangan","0","","Ditulis pada 26 Maret 2016","Ulasan ini adalah opini subjektif dari anggota Tripadvisor, bukan dari Tripadvisor LLC."
"Mannix1975","https://www.tripadvisor.co.id/Profile/Mannix1975","https://media-cdn.tripadvisor.com/media/photo-s/1c/9d/a7/4f/mannix1975.jpg","Jakarta, Indonesia","4","Feb 2016 • Keluarga","Pantai yang wajib dikunjungi di Sorong","Pantai Tanjung Kasuari bisa ditempuh dengan kendaraan pribadi atau sewa. Saya tidak tahu apakah ada angkutan umum ke tempat ini.<br />Jarak dari Kota Sorong lumayan jauh, sekitar 30 menit.<br />Di Tanjung Kasuari ada berbagai banyak pantai yang dimiliki oleh berbagai orang karena tempatnya dipagari dengan tembok. Kebetulan saya pergi ke pantai yang diarahkkan oleh supir lokal dan sampai ke tempat yang menakjubkan.<br /><br />Bagi anda yang senang main di pantai berpasir disinilah tempatnya. <br />Pantai ini ada karang besar yang dekat pantai. Ombaknya cukup besar waktu kami kunjungi dan tiap kali ombak datang, karang besar tadi semacam memecam ombak.<br /><br />Pantai ini ada pasir yang bersih dan banyak pecahan karang laut, siput laut dan benda-benda laut lainnya.<br />Walaupun tempat ini tergolong bersih, sayangnya tempat ini tidak dilengkapi dengan tempat sampah dan tidak ada tempat untuk membasuh badan dengan air bersih. Untuk tempat ganti pakaian disediakan oleh penduduk lokal.<br /><br />Hati-hati jika membawa makanan, karena anjing banyak berkeliaran dan suka menunggu waktu kita makan. Anjing juga tidak ragu naik ke meja jika anda meninggalkan makanan.<br /><br />Hati-hati juga bagi keluarga yang membawa anak kecil karena ombak cukup besar. Pilih bagian pantai yang agak tenang airnya. <br /><br />Di seputaran pantai tidak ada tempat makan.<br /><br />Saksikan pemandangan matahari terbenam dari pantai ini.<br /><br />Selamat mencoba","Keluarga","0","https://media-cdn.tripadvisor.com/media/photo-o/0a/76/05/41/hamparan-pasir-indah.jpg
https://media-cdn.tripadvisor.com/media/photo-o/0a/76/04/e3/ombak-menghantam-karang.jpg","Ditulis pada 29 Februari 2016","Ulasan ini adalah opini subjektif dari anggota Tripadvisor, bukan dari Tripadvisor LLC."
"Thoriq","https://www.tripadvisor.co.id/Profile/thoriqramadani","https://media-cdn.tripadvisor.com/media/photo-s/0d/15/e9/f8/thoriq-r.jpg","Jakarta, Indonesia","5","Nov 2015","Pantai yang Indah di Sorong","Saya mengunjungi Pantai Kasuari pada bulan November 2015.<br />Setelah acara kantor usai, saya kemari untuk berfoto-foto bersama teman-teman.<br />Debur ombak yang tidak terlalu besar dan angin yang sepoi-sepoi membuat suasana begitu nikmat. ","","0","","Ditulis pada 24 Februari 2016","Ulasan ini adalah opini subjektif dari anggota Tripadvisor, bukan dari Tripadvisor LLC."
