"User Name","User Profile","User Avatar","User Location","Rating","Rating Text","Review Title","Review Text","Trip Type","Helpful Votes","Photos","Published Date","Disclaimer"
"wisataindah p","https://www.tripadvisor.com/Profile/wisataindahp","https://media-cdn.tripadvisor.com/media/photo-s/0b/46/3a/66/wisataindah-p.jpg","","4","Jan 2017 • Friends","Pantai Bosnik","Pantainya bagus dan menarik, dengan kadar air garam yang cukup tinggi,bagus untuk kesehatan kulit, senja yang menawan, Namum pantai ini memiliki Bulan-bulan yang mengalami angin laut, sehingga kondisi pasir pantai berkurang karena terbawah air laut ke bagian laut yang dalam.","Friends","0","","Written January 5, 2017","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"prisj","https://www.tripadvisor.com/Profile/coconutrotis","https://media-cdn.tripadvisor.com/media/photo-o/0b/66/0c/de/pauwlla.jpg","St Kilda, Australia","5","Jul 2015 • Friends","Mind and soul rejuvenating","Bosnik beach location is quite far from the town, take about 30-40 minutes by car. Beach is beautiful, clean water, white sands, calm waves so you can swim there. The place is quiet, when i went there, no one else except my gang. <br /><br />Beware of the kids in bosnik, they like to beg us for money either for them or for entrance fee but i think there is no entrance fee and beach should be free for anyone... <br />Bring some snacks on the go incase youre hungry. <br /><br />Really really recommended to detox your mind from the routines. ","Friends","0","","Written June 4, 2016","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"fhaldasigandong","https://www.tripadvisor.com/Profile/fhaldasigandong","https://media-cdn.tripadvisor.com/media/photo-o/0a/e4/a1/70/fhaldasigandong.jpg","Malang, Indonesia","4","May 2015 • Friends","PANTAI BOSNIK","sebelum saya ceritakan tentang pantai bosnik pastinya saya mau memberikan info kalau mau ke pulau owi setela sampai di Biak, transpotasi yang akan membawa anda menuju pulau owi ada di pasar bosnik, sebaiknya sebelum berangkat ke pulau owi datanglah lebih awal ke bosnik karena setiap hari selasa, kamis dan sabtu adalah hari pasar bosnik perahu yonson yang menunju pulau owi akan berangkat saat masyarak selesai melakukan penjualan, biasanya mereka membawa jualan ikan, sayuran, sagu, gelang2 dan asesoris papua lainya, juga parang, sementara menggu sebaiknya mampir ke pantai Bosnik yang tidak jauh dari pasar bosnik bisa naik angkot ke sana, pasir putih dan udara yang besih angin yang sejuk.... dan kita bisa mnyaksikan keindahan lautnya dan di depan pantai bosnik kita bisa melihat pulau owi yang indah bentuknya yang unik, kurang lebih 30 menit kita bisa samapi ke pulau owi dari pantai bosnik jika cuaca baik tapi jika cuacanya buruk, bisa sampai 45 menit saja tidak jauhkan, karna itu biar tidak bosan menunggu mama2 dan bapak2 jualan kita santai aja di pantai bosnik","Friends","0","","Written April 13, 2016","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"hans_alexandre y","https://www.tripadvisor.com/Profile/hansalexandrey","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg","","4","Jan 2016 • Friends","Slalu dtang","Wonderfull byak ; salah satu dari banyak pantai indah di biak yg berada wi wilayah timur kota biak yg menjadi salah satu objek wisata paling diminati pengunjung .. #Ayo ke Biak","Friends","0","","Written January 27, 2016","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Alfan K","https://www.tripadvisor.com/Profile/506alfank","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg","","4","Oct 2015 • Friends","One of the most beautiful beach in indonesia ","This is one of the most beautiful beach in Indonesia. People mostly know only Raja Amped but Biak have a lot of beautiful beaches too, and if marketed just right it can be famous tourism in indonesia ","Friends","0","https://media-cdn.tripadvisor.com/media/photo-o/09/3d/b2/4b/bisnis-october-16-2015.jpg","Written October 16, 2015","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"irfanhar","https://www.tripadvisor.com/Profile/irfanhar","https://media-cdn.tripadvisor.com/media/photo-o/0a/ac/16/6a/irfanhar.jpg","Jayapura, Indonesia","4","Jul 2015","Pantai yang Asri dan Indah","Terletak tidak jauh dari kota Biak, cukup perjalanan darat kurang lebih 1 (satu) jam saja. Uang masuk ke pantai inipun tidak mahal, secukupnya saja untuk yang menjaga di pintu masuk. <br />Pantai ini tidak begitu ramai sehingga cocok bagi yang ingin menikmati ketenangan dan keindahan. Pasir putih terdapat banyak pecahan karang sehingga harus lebih berhati-hati. ","","0","https://media-cdn.tripadvisor.com/media/photo-o/08/89/b0/fd/pasir-putih-yang-menawan.jpg
https://media-cdn.tripadvisor.com/media/photo-o/08/89/b0/fc/pantai-bosnik-biak.jpg
https://media-cdn.tripadvisor.com/media/photo-o/08/89/b0/fb/depan-anjungan.jpg
https://media-cdn.tripadvisor.com/media/photo-o/08/89/b0/fa/anjungan-yang-terhempas.jpg","Written August 2, 2015","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Arika_Nov","https://www.tripadvisor.com/Profile/Arika_Nov","https://media-cdn.tripadvisor.com/media/photo-o/07/5e/eb/0e/arika-nov.jpg","Jakarta, Indonesia","4","Dec 2014 • Solo","Pantai menawan di timur Indonesia","Pantai Bosnik atau Pantai Segara Indah terletak sekitar satu jam dari pusat Kota Biak. Perjalanan untuk mencapai tempat ini cukup menarik, karena kita bisa melewati monumen perang dunia II, pantai paray dan desa penduduk setempat. Pantai Bosnik sendiri memiliki pemandangan menawan dengan hamparan pasir putihnya, dan lautnya yang biru jernih. Karena dekat dari kota, maka tempat ini merupakan favorit penduduk lokal untuk berwisata. Pantai ini tepat untuk dikunjungi pada sore hari untuksekedar  berjalan-jalan di garis pantai atau duduk menikmati pemandangan dan hembusan air laut.","Solo","0","https://media-cdn.tripadvisor.com/media/photo-o/07/5e/f2/d3/pantai-bosnik.jpg
https://media-cdn.tripadvisor.com/media/photo-o/07/5e/f2/b7/pantai-bosnik.jpg","Written February 19, 2015","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Azsyopan_82","https://www.tripadvisor.com/Profile/Azsyopan_82","https://media-cdn.tripadvisor.com/media/photo-o/09/bf/88/75/azsyopan-82.jpg","Jayapura, Indonesia","4","Dec 2014 • Family","Pantai Segara Indah Bosnik.","Pantai dengan pasir putih, memberi warna sendiri serta pemandangan terhadap pulau owi yang penuh dengan sejarah serta karang kota biak yang terpampang di arah marau dan opiaref memberi rasa sensasi yang tiada duanya.","Family","0","","Written January 16, 2015","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Buzz","https://www.tripadvisor.com/Profile/Buzzflyer","https://media-cdn.tripadvisor.com/media/photo-o/06/df/1f/f2/buzzflyer.jpg","Jakarta, Indonesia","3","Jan 2014 • Friends","Favorit Wisatawan lokal","Lokasi pantai Bosnik yg tidak terlalu jauh dari pusat kota membuat pantai ini favorit tujuan wisata di Biak. Tidak tersedia fasilitas permainan air selayaknya lokasi wisata yg well established namun layak utk dikunjungi utk menikmati pemandangan disana.","Friends","0","https://media-cdn.tripadvisor.com/media/photo-o/07/08/81/d9/pantai-bosnik.jpg","Written December 5, 2014","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"maulinho","https://www.tripadvisor.com/Profile/rnld999","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg","jayapura","4","Jan 2014 • Solo","pantai indah nan menawan","pantai bosnik yang terletak di biak timur ini punya pemandangan yang khas papua ,pasirnya bersih dan air lautnya masih jernih, wisatawan yang datang ke pantai ini gak akan nyesel deh...hanya kurang lebih satu jam perjalanan dari pusat kota biak kita sudah bisa menikmati pemandangan pantai yang indah.","Solo","0","","Written November 6, 2014","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Bram N","https://www.tripadvisor.com/Profile/bnugroho","https://media-cdn.tripadvisor.com/media/photo-s/03/05/36/40/bnugroho.jpg","Jakarta, Indonesia","3","Nov 2013 • Solo","Beautiful beach","Located a few miles from the city center, this beach will give you one stunning experience. The white sand, the waves, and the warm water. <br />About 17 years ago, this beach has become the witness of one great tsunami that hits Biak after 8.1 earthquake. Still and will always remember that moment.","Solo","0","","Written October 14, 2014","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"TheNatNat","https://www.tripadvisor.com/Profile/TheNatNat","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/81/default-avatar-2020-43.jpg","Merauke, Indonesia","3","Nov 2013 • Business","Bosnik","Pantai ini terletak di Biak Timur, sekitar satu jam perjalanan dari Kota Biak.<br />Walaupun ada tempat khusus untuk menikmati pantai ini tetapi sepanjang perjalanan ketika sudah di Biak Timur dan sudah mendekati lokasi pantai ini Anda bisa menikmati deburan ombak dari tepi jalan.<br />Selain itu, Anda juga bisa menemukan masyarakat yang menjual Kelapa Muda, segar sekali, dengan harga sekitar 10ribu Anda bisa puas menikmatinya..<br />Satu pasar juga bisa ditemui di dekat pantai ini, masyarakat banyak menjual ikan asar, kombrof alias gurita yang diasap yang katanya enak sekali itu serta pinang.<br />Pantai Bosnik cukup terkenal, ketika saya pertama kali akan ke Biak, orang banyak menyarankan untuk mengunjungi pantai ini, tetapi bagi saya tidak seindah yang saya bayangkan karena saya menemukan pantai lain di Biak yang jauh lebih ""indah dan private"" :)","Business","0","","Written September 23, 2014","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Yulitha","https://www.tripadvisor.com/Profile/Yulitha","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg","Medan, Indonesia","4","Oct 2013","Pantai pusat kegiatan masyarakat kepulauan","Menurut keterangan penduduk lokal sebelum kota Biak menjadi ibukota kabupaten Biak Numfor, pusat kegiatan yang ramai adalah di sepanjang pantai Bosnik ini. Hal tersebut bisa dipahami karena pantai ini terletak di bagian timur pulau Biak yang berdekatan dengan Kepulauan Padaido. Setiap 3 kali seminggu, area sekitar gereja di pantai ini menjadi pasar tempat bertemu penduduk kepulauan. <br />Pinggiran pantai yang sudah ditata berbentuk turap digunakan sebagai tempat menyandarkan perahu penduduk pulau. Sangat menarik melihat perahu warna warni berjejer rapi di sepanjang pantai. Kita dapat mengamati kesibukan mereka menaikkan dan menurunkan muatan dari bangku sederhana yang disiapkan di beberapa tempat. Sebenarnya di sisi lain pantai sudah dibangun dermaga kecil tapi mungkin karena lokasinya agak jauh dari pasar maka tidak ada perahu yang ditambatkan disana.<br />Mungkin dalam bayangan kita, pantai yang berada di dekat pasar akan memiliki perairan yang kotor, tidak di Bosnik ini. Air lautnya sangat jernih sehingga pasir putih di dasarnya terlihat jelas. Banyak anak-anak yang bermain berenang di laut sambil menunggu kegiatan orang tua mereka di pasar selesai.<br />Penduduk di sepanjang pantai Bosnik tidak hanya orang Papua tapi ada juga dari Toraja dan Jawa. Setidaknya 2 suku ini yang sempat saya temui. Bahkan saya menginap di guest house sederhana milik orang Toraja. Tidak banyak pilihan tempat menginap disini. Kebanyakan orang memilih menginap di kota Biak karena jarak tempuh dari kota ke pantai ini hanya sekitar 1 jam dengan transportasi angkutan umum atau menyewa mobil.<br />Jika anda punya kesempatan datang ke Biak, jangan lewatkan kesempatan ke pantai Bosnik, apalagi saat hari pasar. Berinteraksi dengan penduduk kepulauan Padaido akan jadi pengalaman yang baik untuk mengenal Indonesia.","","0","","Written August 14, 2014","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
